 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11951201;"20 a tocar";"";"1";"0";"";"";"2023-03-25 00:00:00.0";"2023-03-25 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5903a0a88d6b6810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5af9053c8718e210VgnVCM1000000b205a0aRCRD";"Parque Olof Palme";"2";"CALLE";"CERECINOS";"1";"USERA";"ZOFIO";"28026";"439486";"4470667";"40.38439900273861";"-3.7129519968429445";"/contenido/actividades/Musica";"";
11942368;"3 cromosomas de Janira León";"";"1";"0";"";"";"2023-03-31 00:00:00.0";"2023-03-31 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7818cc5c9e76810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"/usuario/Niños";
11958859;"4 patas tiene un cuento";"";"1";"0";"";"";"2023-04-15 00:00:00.0";"2023-04-15 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c131287e96fd6810VgnVCM2000001f4a900aRCRD";"Caperucita Roja";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=551ae0edbf72d710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
11932870;"5 Historias";"";"1";"0";"";"";"2023-03-24 00:00:00.0";"2023-03-24 23:59:00.0";"19:00";"MAGIA MONFORT  Dispuestos a entrar en la caótica mente de Guillermo Monfort, los espectadores podrán ser testigos de cinco de sus mejores y más sorprendentes ilusiones. El público podrá ser testigo de varios efectos de las diferentes disciplinas de la magia que este artista domina: desde la mejor amiga del mago, la baraja de cartas, pasando por el misterioso mentalismo e incluso poniendo en riesgo su integridad al realizar algún efecto.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd2e286a42b56810VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural el Madroño";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63fd7ba8c0950710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Madroño (Vicálvaro)";"1";"CALLE";"VILLARDONDIEGO";"36";"VICALVARO";"CASCO H.VICALVARO";"28032";"448357";"4472920";"40.405292721436055";"-3.6086161200017157";"/contenido/actividades/Musica";"";
11948971;"58 Premio Reina Sofía.";"";"1";"1";"L,M,X,J,V,S,D";"";"2023-03-01 00:00:00.0";"2023-03-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=708d0860ec6a6810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"";"";
11942319;"8M en red: quién es quién en los Espacios de Igualdad";"";"1";"0";"";"";"2023-03-30 00:00:00.0";"2023-03-30 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bab8d537b1f76810VgnVCM1000001d4a900aRCRD";"8M en red: quién es quién en los Espacios de Igualdad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ce866ca1623f710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=306b89e2c9e5d010VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad María Zambrano. Chamberí";"1";"CALLE";"ANDRES MELLADO";"44";"CHAMBERI";"GAZTAMBIDE";"28015";"439412";"4476170";"40.433958260960964";"-3.7143358486689415";"";"";
11913908;"Abriendo el corazón: amor, compasión";"";"1";"0";"";"";"2023-04-29 00:00:00.0";"2023-04-29 23:59:00.0";"12:00";"Sexta conferencia del ciclo 'Una cita con el corazón: Cómo cultivar la paz interior', con Luis Castellanos. Acceso libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=78ba2ba513806810VgnVCM1000001d4a900aRCRD";"Ciclo 'Una cita con el corazón: cómo cultiva la paz interior'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eeb02f785306810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERNÁN NÚÑEZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/ConferenciasColoquios";"";
11956706;"África y España II: de la Edad Media al siglo XIX";"";"1";"0";"";"";"2023-04-12 00:00:00.0";"2023-04-12 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf337eccf5bc6810VgnVCM2000001f4a900aRCRD";"África y España II: de la Edad Media al siglo XIX";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14eb7eccf5bc6810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Zazuar (Villa de Vallecas)";"1";"CALLE";"ZAZUAR";"4";"VILLA DE VALLECAS";"SANTA EUGENIA";"28031";"448550";"4470424";"40.38281899948726";"-3.606140062044455";"/contenido/actividades/ConferenciasColoquios";"";
11934599;"Ágora Joven Junior";"";"0";"1";"L,M,X,J";"";"2023-04-03 00:00:00.0";"2023-04-06 23:59:00.0";"";"Ágora Joven es hacer de un teatro público un espacio de encuentro para jóvenes, creadores y espectadores. Un espacio donde sembrar iniciativas y cosechar proyectos, donde escuchar y ser escuchados. Punto de encuentro para ciudadanos con inquietudes más allá del mundo de la actuación; donde desarrollar un criterio propio e impulsar ideas.  A través de la programación del teatro Fernán Gómez. Centro Cultural de la Villa, los participantes reflexionan sobre el tejido teatral actual, proporcionándoles herramientas para profundizar en los contenidos, estudian la historia de las compañías que forman parte de la temporada y se presentan a los diferentes artistas. Descubren los departamentos que constituyen un teatro y a las personas que lo hacen posible.    Detalle del programa:     Sesión 1: Tras teatro - presentaciones - visita al teatro. Sesión 2: Combate dialéctico a partir de los temas propuesto por la programación del FG.CCV. Sesión 3: Entra en escena ? Improvisaciones a partir de lo debatido. Sesión 4: Fin de fiesta ? impresiones - reflexión.   Al finalizar cada ciclo se podrá asistir de forma gratuita con el JOBO  a cualquiera de las representaciones o la exposición programada en ese momento.     Más información";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d79d84b454366810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Familias";
11942100;"Aguas subterráneas";"";"1";"0";"";"";"2023-03-23 00:00:00.0";"2023-03-23 23:59:00.0";"18:30";"Por Juan María Fornés Azcoiti, del Instituto Geológico y Minero de España";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e8e0c7635e76810VgnVCM1000001d4a900aRCRD";"Conferencias sobre ciencia";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=619d0c7635e76810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vicálvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"CASCO H.VICALVARO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/DanzaBaile";"";
11951858;"Aires del Ayer";"";"1";"0";"";"";"2023-04-21 00:00:00.0";"2023-04-21 23:59:00.0";"19:00";"Danza y Folclore tradicional con el Grupo folclórico del Centro Cultural Castellano Manchego de Latina, que nos presenta su espectáculo de danzas tradicionales manchegas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecc0a5226dab6810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Sara Montiel (Latina)";"1";"CARRETERA";"BOADILLA DEL MONTE";"40";"LATINA";"CAMPAMENTO";"28024";"434222";"4472418";"40.399764677637116";"-3.775144917950534";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"";
11946443;"Airu - Vicalvaro";"";"1";"0";"";"";"2023-06-25 00:00:00.0";"2023-06-25 23:59:00.0";"21:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=552407c9f0c96810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD";"Recinto Ferial Vicálvaro";"1";"PASEO";"POLIDEPORTIVO";"142";"VICALVARO";"CASCO H.VICALVARO";"28032";"449367";"4473005";"40.40612043638959";"-3.5967323694208435";"/contenido/actividades/1ciudad21distritos";"";
11944531;"Al encuentro de Rafael de León";"";"1";"0";"";"";"2023-03-24 00:00:00.0";"2023-03-24 23:59:00.0";"19:00";"Conmemoración Día de la Poesía Encuentro musical-literario. A cargo de Antonio Harana (cantaor), Pablo San Nicasio (guitarrista). Espectáculo diseñado por el cataor gaditano Antonio Harana Sallago que recorre los hitos biográficos y artísticos del gran poeta letrista sevillano";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05ea1ee755296810VgnVCM2000001f4a900aRCRD";"Actividades Centro Sociocultural Rafael de León (Fuencarral - El Pardo). Enero 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b770f930fbc54510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Rafael de León (Fuencarral - El Pardo)";"1";"CALLE";"ISLA DE ONS";"14";"FUENCARRAL-EL PARDO";"PEÑA GRANDE";"28035";"438850";"4481314";"40.48025613358832";"-3.7214686777952974";"/contenido/actividades/ComemoracionesHomenajes";"";
11923139;"Alaia Galtzagorria: cuentos de nuestra mitología - Ostomila Txotxongilo Taldea / Teatro de títeres Ostomila (Euskal Herria)";"";"0";"1";"L,M,X,J,V,S,D";"";"2023-04-22 00:00:00.0";"2023-04-23 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c238b4cb42036810VgnVCM1000001d4a900aRCRD";"Alaia Galtzagorria: cuentos de nuestra mitología - Ostomila Txotxongilo Taldea / Teatro de títeres Ostomila (Euskal Herria)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4b62dcd4ad26810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11768178;"Alain Resnais. El año pasado en Marienbad";"";"0";"0";"";"";"2023-06-07 00:00:00.0";"2023-06-07 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a5aafbfa0423810VgnVCM1000001d4a900aRCRD";"Alain Resnais. El año pasado en Marienbad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f5aafbfa0423810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11964436;"Alas al viento";"";"1";"0";"";"";"2023-04-28 00:00:00.0";"2023-04-28 23:59:00.0";"19:00";"La compañía Danza.com, presenta 'Alas al viento'  A través de la danza y el flamenco la compañía va desgranando el sentir femenino en las diversas etapas de la vida y su reflejo en la sociedad actual. Espectáculo muy visual con raíces flamencas y sentir universal.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73ffe45442407810VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Cultural Valdebernardo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b278f5bfe5d0c710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vicálvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"CASCO H.VICALVARO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/DanzaBaile";"";
11880251;"Alcoba Nupcial";"";"1";"0";"";"";"2023-03-30 00:00:00.0";"2023-03-30 23:59:00.0";"19:00";"CONMEMORACIÓN DÍA DEL TEATRO  Teatro a dos voces: (Jan de Hartog), a cargo de Andrea Navas y Enrique Gracia. Esta comedia, llena de encanto, es la historia de un matrimonio a lo largo de varios años, con escenas sucesivas, plenas de humor y ternura, desde el día de su boda. Todo transcurre en su alcoba.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8edff8c5bd835810VgnVCM2000001f4a900aRCRD";"Actividades  Centro Sociocultural Valverde (Fuencarral - El Pardo). Enero 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=843ff8c5bd835810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valverde (Fuencarral - El Pardo)";"1";"PLAZA";"ISLAS AZORES";"1";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441699";"4482933";"40.49504564211655";"-3.6880070256093758";"/contenido/actividades/ComemoracionesHomenajes";"";
11950929;"Alexander Vadusevan en conversación con Javier Gil";"3,5 euros";"0";"0";"";"";"2023-03-25 00:00:00.0";"2023-03-25 23:59:00.0";"";"'Tenemos que replantearnos urgentemente cómo vivimos y cómo construimos las ciudades'. La propuesta de Alexander Vadusevan, según plantea en La ciudad autónoma (Alianza Editorial, 2023), pasa por ver la okupación como una forma de reimaginar y reivindicar la ciudad. De este modo, Alexander Vadusevan ofrece alternativas frente a la inseguridad habitacional, la especulación y los perniciosos efectos de los planes neoliberales de regeneración urbana. Los intereses de este autor combinan la geografía cultural e histórica y los estudios urbanos con un compromiso con las prácticas artísticas experimentales y el activismo social de base. Para él, la ciudad es lugar de contestación política organizada mediante una serie de métodos archivísticos, etnográficos y participativos. Alexander Vasudevan lleva años siguiendo la evolución de la lucha por la vivienda en ciudades como Ámsterdam, Berlín, Copenhague, Detroit, Hamburgo, Londres, Madrid, Milán, Nueva York o Vancouver, analizando la organización de formas alternativas de convivencia, la respuesta de los gobiernos a estas prácticas, la reciente criminalización de la okupación y la brutalidad de los desalojos.   Alexander Vasudevan es profesor asociado de Geografía Humana y miembro de Christ Church en la Universidad de Oxford. Es autor de La ciudad autónoma: una historia de la okupación urbana (Alianza Editorial, 2023) y de Metropolitan Preoccupations: The Spatial Politics of Squatting in Berlin (Wiley-Blackwell, 2015), y co editor de Geographies of Forced Evictions: Dispossession, Violence, Insecurity (Palgrave Macmillan, 2017). También ha escrito para The Guardian, openDemocracy y New Left Project. Su investigación actual se centra en las políticas radicales y la precariedad urbana. Además, está trabajando en un proyecto sobre la historia del movimiento contra la psiquiatría.    Javier Gil (Madrid, 1985) es investigador del Departamento de Sociología II: Estructura Social (UNED) con el proyecto Generation Rent: Impactos socioeconómicos y políticos de los cambios en el sistema de vivienda en España tras la crisis del 2008, financiado por el Ministerio de Universidades y la Unión Europea-NextGenerationUE. Doctor en Sociología (UNED), profesor colaborador del máster universitario de Ciudad y Urbanismo (UOC), entre 2020 y 2022 ha sido investigador en el Institute for Housing and Urban Research, Universidad de Uppsala, Suecia. También ha escrito para El País, eldiario.es, Público, El Español, Ctxt y El Salto. Además, es activista por el derecho a la vivienda.  Con la colaboración de Alianza Editorial   ";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=566563d82a6b6810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";"";
11914604;"Alfabetización digital";"";"1";"1";"M";"";"2023-03-07 00:00:00.0";"2023-03-28 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b09a3b633c06810VgnVCM1000001d4a900aRCRD";"Alfabetización digital";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8985a4ec8dca710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano. Retiro";"1";"CALLE";"ARREGUI Y ARUEJ";"31";"RETIRO";"ADELFAS";"28007";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11965950;"Alfabetización digital";"";"1";"1";"M";"";"2023-04-04 00:00:00.0";"2023-04-25 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f18980ed3907810VgnVCM1000001d4a900aRCRD";"Alfabetización digital";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8985a4ec8dca710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano. Retiro";"1";"CALLE";"ARREGUI Y ARUEJ";"31";"RETIRO";"ADELFAS";"28007";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11939059;"Alicia";"";"1";"0";"";"";"2023-03-26 00:00:00.0";"2023-03-26 23:59:00.0";"12:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dac0ce7a70876810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural García Lorca (Carabanchel)";"1";"CALLE";"EUGENIA DE MONTIJO";"105";"CARABANCHEL";"BUENAVISTA";"28044";"436243";"4469562";"40.37420290010211";"-3.7510337449848636";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
11937221;"Alicia";"";"1";"0";"";"";"2023-03-25 00:00:00.0";"2023-03-25 23:59:00.0";"12:00";"'Coloradas' presenta esta propuesta familiar de teatro visual participativo y nuevas tecnologías. Ha participado en varios festivales nacionales como 'Festitíteres' en Alicante, e internacionales como el 'Festival Iberoamericano de Teatro de Muñecos'.  Edad recomendada: a partir de 4 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=180943db7ee66810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Rosario de Acuña (Latina)";"1";"CALLE";"MARIA DEL CARMEN";"65";"LATINA";"PUERTA DEL ANGEL";"28011";"437830";"4473132";"40.40647389284976";"-3.7327010920242043";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11957573;"Alicia";"";"1";"0";"";"";"2023-03-24 00:00:00.0";"2023-03-24 23:59:00.0";"18:00";"Cía. Coloradas Allicia se fue persiguiendo a un conejo y ahora está atrapada y quiere salir, pero es demasiado pequeña. ¿Queréis ayudarla para hacerse grande y poder irse de allí e ir a jugar con sus amigos? Una propuesta participativa de teatro de sombras, dibujo en directo y visuales interactivas. Se ha presentado en Festitíteres en Alicante y el Festival Iberoamericano de Teatro de Muñecos. A partir de 4 años";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4dca85634ad6810VgnVCM2000001f4a900aRCRD";"Actividades Centro Cultural La Elipa. Marzo 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88bdd8e1d1e66810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural la Elipa (Ciudad Lineal)";"1";"CALLE";"SANTA FELICIDAD";"39";"CIUDAD LINEAL";"VENTAS";"28017";"444825";"4475074";"40.42447060804354";"-3.6504253324201104";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Niños";
